Altium Designer Pick and Place Locations
D:\PCB Design Course\Mixed signal\Mixed signal PCB board\Mixed_Signal_PCB\Project Outputs for Free Documents\Pick Place\Pick Place for PCB_Mixed_Signal.txt

========================================================================================================================
File Design Information:

Date:       07/04/25
Time:       12.44
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                      Center-X(mil) Center-Y(mil) Rotation Description                                                                                                   
R28        10K                    TopLayer    Resistor_0603                  845.000       2615.118      180      "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R27        10K                    TopLayer    Resistor_0603                  845.000       2675.118      180      "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R26        "50 mOhms"             BottomLayer Resistor_2512                  2813.976      2787.402      180      "Res Current Sense Metal Film 2512 50m Ohm 1% 2W ±100ppm/°C Molded Emboss T/R"                                
R25        10K                    BottomLayer Resistor_0603                  2531.496      2769.095      270      "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R24        10K                    BottomLayer Resistor_0603                  2503.937      2629.921      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R23        10K                    TopLayer    Resistor_0603                  2509.252      2259.843      180      "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R22        10K                    TopLayer    Resistor_0603                  2507.874      2196.850      180      "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R21        10K                    BottomLayer Resistor_0603                  2649.606      2578.740      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R20        10K                    BottomLayer Resistor_0603                  2765.157      2622.047      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R19        10K                    TopLayer    Resistor_0603                  2710.039      2413.386      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R18        10K                    TopLayer    Resistor_0603                  2710.039      2354.331      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R17        33K                    TopLayer    Resistor_0805                  2625.984      2237.008      90       "Res Thick Film 0805 33K Ohm 1% 0.125W(1/8W) ±100ppm/C Pad SMD T/R"                                           
R16        2K                     BottomLayer Resistor_0603                  2377.953      2368.701      90       "Res Thin Film 0603 2K Ohm 1% 0.125W(1/8W) ±100ppm/C Sulfur Resistant Pad SMD T/R"                            
R15        3.3K                   BottomLayer Resistor_0603                  2318.898      2370.079      270      "Res Thick Film 0603 3.3K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD T/R"                                           
R14        1M                     BottomLayer Resistor_1206_SMD              247.244       814.961       180      "Res Thick Film 1206 1M Ohm 1% 0.25W(1/4W) ±100ppm/C Molded SMD Paper T/R"                                    
R13        10K                    BottomLayer Resistor_0603                  1244.094      814.961       90       "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R12        6.49K                  BottomLayer Resistor_0805                  1188.976      670.276       90       "SMD Chip Resistor, 6.49 kOhm, ï¿½ 1%, 125 mW, 0805 [2012 Metric], Thick Film, General Purpose"               
LED1       LED_RED                BottomLayer LTST-C171KRKT                  1129.921      1183.071      270      "OPTOELECTRONICS - SMD Chip LED - TopView Single Color Chip LED, Red, 631 at 20mA, 18 to approx. 180 at 20mA" 
LED2       LED_RED                BottomLayer LTST-C171KRKT                  1200.709      1187.087      270      "OPTOELECTRONICS - SMD Chip LED - TopView Single Color Chip LED, Red, 631 at 20mA, 18 to approx. 180 at 20mA" 
R9         3.3K                   BottomLayer Resistor_0603                  1019.685      1236.220      180      "Res Thick Film 0603 3.3K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD T/R"                                           
R8         3.3K                   BottomLayer Resistor_0603                  1162.795      1307.087      180      "Res Thick Film 0603 3.3K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD T/R"                                           
R7         10K                    TopLayer    Resistor_0603                  1027.559      1029.724      90       "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R6         10K                    BottomLayer Resistor_0603                  1397.638      937.008       0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R5         10K                    TopLayer    Resistor_0603                  1106.299      1122.047      90       "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R4         10K                    BottomLayer Resistor_0603                  791.339       2059.055      0        "SMD Chip Resistor, 10 kOhm, ï¿½ 1%, 100 mW, 0603 [1608 Metric], Thick Film, General Purpose"                 
R3         100K                   BottomLayer Resistor_0603                  618.110       2137.795      270      "Res Thick Film 0603 100K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD Automotive T/R"                                
R2         100K                   BottomLayer Resistor_0603                  700.787       1547.244      90       "Res Thick Film 0603 100K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD Automotive T/R"                                
R1         1.5K                   TopLayer    Resistor_0805                  413.386       1776.378      270      "Res Thick Film 0805 1.5K Ohm 1% 0.125W(1/8W) ±100ppm/C Pad SMD T/R"                                          
Q10        MMSS8050-H-TP          BottomLayer SOT_23_3                       5011.811      1072.835      0        "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q9         MMSS8050-H-TP          TopLayer    SOT_23_3                       4717.523      1226.381      270      "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q8         MMSS8050-H-TP          BottomLayer SOT_23_3                       4980.315      466.536       0        "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q7         MMSS8050-H-TP          TopLayer    SOT_23_3                       4713.586      608.271       270      "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q6         MMSS8050-H-TP          BottomLayer SOT_23_3                       5005.902      1644.682      0        "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q5         MMSS8050-H-TP          TopLayer    SOT_23_3                       4733.271      1789.373      270      "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q4         MMSS8050-H-TP          BottomLayer SOT_23_3                       4980.315      2234.252      0        "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q3         MMSS8050-H-TP          TopLayer    SOT_23_3                       4706.693      2374.016      270      "Bipolar (BJT) Transistor NPN 25V 1.5A 100MHz 625mW Surface Mount SOT-23"                                     
Q2         DMHT6016LFJ-13         TopLayer    V-DFN5045-12                   3095.473      2472.441      0        "Transistor MOSFET Array Quad N-CH 60V 14.8A 12-Pin VDFN T/R"                                                 
Q1         DMHT6016LFJ-13         TopLayer    V-DFN5045-12                   2679.134      2716.535      180      "Transistor MOSFET Array Quad N-CH 60V 14.8A 12-Pin VDFN T/R"                                                 
Op4        4N35                   TopLayer    DIP6_100_300_78X45_TH          5010.795      1209.646      0        "Power Field-Effect Transistor, 14.5A, 30V, 0.0055ohm, 1-Element, N-Channel, MOSFET"                          
Op3        4N35                   TopLayer    DIP6_100_300_78X45_TH          4998.984      587.598       0        "Power Field-Effect Transistor, 14.5A, 30V, 0.0055ohm, 1-Element, N-Channel, MOSFET"                          
Op2        4N35                   TopLayer    DIP6_100_300_78X45_TH          5018.669      1764.764      0        "Power Field-Effect Transistor, 14.5A, 30V, 0.0055ohm, 1-Element, N-Channel, MOSFET"                          
Op1        4N35                   TopLayer    DIP6_100_300_78X45_TH          4994.645      2336.221      0        "Power Field-Effect Transistor, 14.5A, 30V, 0.0055ohm, 1-Element, N-Channel, MOSFET"                          
MH4        "Mounting Hole"        TopLayer    MOUNTING                       6496.060      2911.417      0        "Mounting Hole"                                                                                               
MH3        "Mounting Hole"        TopLayer    MOUNTING                       6496.060      155.512       0        "Mounting Hole"                                                                                               
MH2        "Mounting Hole"        TopLayer    MOUNTING                       157.477       155.512       0        "Mounting Hole"                                                                                               
MH1        "Mounting Hole"        TopLayer    MOUNTING                       157.480       2913.386      0        "Mounting Hole"                                                                                               
K4         ALQ3F12                TopLayer    Relay_ALQ3F12                  5787.008      1215.472      0        "RELAY GEN PURPOSE SPST 10A 12V"                                                                              
K3         ALQ3F12                TopLayer    Relay_ALQ3F12                  5787.008      587.008       0        "RELAY GEN PURPOSE SPST 10A 12V"                                                                              
K2         ALQ3F12                TopLayer    Relay_ALQ3F12                  5787.008      1764.173      0        "RELAY GEN PURPOSE SPST 10A 12V"                                                                              
K1         ALQ3F12                TopLayer    Relay_ALQ3F12                  5787.008      2323.228      0        "RELAY GEN PURPOSE SPST 10A 12V"                                                                              
J17        "TERMINAL BLOCK 2 PIN" TopLayer    CON2_P196_1729128_TH_ST        6424.442      1224.409      90       "2 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J16        "TERMINAL BLOCK 2 PIN" TopLayer    CON2_P196_1729128_TH_ST        6424.442      598.425       90       "2 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J15        "TERMINAL BLOCK 2 PIN" TopLayer    CON2_P196_1729128_TH_ST        6424.442      1773.195      90       "2 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J14        "TERMINAL BLOCK 2 PIN" TopLayer    CON2_P196_1729128_TH_ST        6424.442      2338.583      90       "2 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J13        "3 POS TB"             TopLayer    CON3_P196_691101710003_TH_ST   6007.874      2736.220      0        "3 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J12        "3 POS TB"             TopLayer    CON3_P196_691101710003_TH_ST   4011.811      2771.653      0        "3 Pins, 1 Row 5mm Pitch, straight Connector, male"                                                           
J11        1X4                    TopLayer    HEADER_1X4_2.54MM              1929.527      140.551       90       "THT Vertical Pin Header WR-PHD, Pitch 2.54 mm, Single Row, 4 pins"                                           
J10        1X4                    TopLayer    HEADER_1X4_2.54MM              2401.968      140.551       90       "THT Vertical Pin Header WR-PHD, Pitch 2.54 mm, Single Row, 4 pins"                                           
J9         1X2                    TopLayer    1X2_2.53_JST                   3151.575      2940.945      0        "Conn Shrouded Header HDR 2 POS 2.5mm Solder ST Thru-Hole Box"                                                
J8         1X4                    TopLayer    HEADER_1X4_2.54MM              1660.000      2910.118      90       "THT Vertical Pin Header WR-PHD, Pitch 2.54 mm, Single Row, 4 pins"                                           
J7         SJ-2504A-SMT-TR        TopLayer    CON_SJ-2504A-SMT-TR_SMD        2058.071      2816.929      270      "2.5 mm, Stereo, Right Angle, Surface Mount (SMT), Audio Jack Connector"                                      
J5         USB_2_Mini_B           TopLayer    USB_2_Mini                     185.039       2460.630      270      "Conn Mini USB 2.0 Type B RCP 5 POS 0.8mm Solder RA SMD 5 Terminal 1 Port"                                    
J4         1X2                    TopLayer    1X2_2.53_JST                   2728.347      2937.008      0        "Conn Shrouded Header HDR 2 POS 2.5mm Solder ST Thru-Hole Box"                                                
J3         RJ45                   TopLayer    RJ45_Right_Angle_90_degree     403.976       734.134       270      "Conn RJ-45 F 8 POS 2.54mm Solder RA Thru-Hole 8 Terminal 1 Port"                                             
J2         1X6_2.54mm             TopLayer    HEADER_1X6_2.54MM              355.000       1480.118      270      "KK 254 Wire-to-Board Header Single Row Vertical 6 Circuits PA Polyamide Nylon Gold Plating"                  
J1         USB_2_Mini_B           TopLayer    USB_2_Mini                     209.095       1891.732      270      "Conn Mini USB 2.0 Type B RCP 5 POS 0.8mm Solder RA SMD 5 Terminal 1 Port"                                    
FB4        1K                     BottomLayer FB_0805                        1814.790      1264.593      225      "Ferrite Beads Multi-Layer High Current 1KOhm 25% 100MHz 1.6A 0.12Ohm DCR 0805 Automotive T/R"                
FB3        1K                     BottomLayer FB_0805                        1677.559      2370.079      180      "Ferrite Beads Multi-Layer High Current 1KOhm 25% 100MHz 1.6A 0.12Ohm DCR 0805 Automotive T/R"                
FB2        1K                     BottomLayer FB_0805                        1025.591      2645.669      0        "Ferrite Beads Multi-Layer High Current 1KOhm 25% 100MHz 1.6A 0.12Ohm DCR 0805 Automotive T/R"                
FB1        1K                     BottomLayer FB_0805                        669.961       980.118       0        "Ferrite Beads Multi-Layer High Current 1KOhm 25% 100MHz 1.6A 0.12Ohm DCR 0805 Automotive T/R"                
D11        1N4001                 TopLayer    1N4001                         5316.023      1199.961      90       "1N4001 Series 1 A 50 V Axial Lead Standard Recovery Rectifier - CASE 59-10"                                  
D10        1N4001                 TopLayer    1N4001                         5316.023      597.598       90       "1N4001 Series 1 A 50 V Axial Lead Standard Recovery Rectifier - CASE 59-10"                                  
D9         1N4001                 TopLayer    1N4001                         5316.023      1762.953      90       "1N4001 Series 1 A 50 V Axial Lead Standard Recovery Rectifier - CASE 59-10"                                  
D8         1N4001                 TopLayer    1N4001                         5316.023      2333.819      90       "1N4001 Series 1 A 50 V Axial Lead Standard Recovery Rectifier - CASE 59-10"                                  
D7         MBRS130LT3G            TopLayer    DIO_SMB_DO-214AA               3820.501      1021.131      180      "Diode Schottky 30V 2A Surface Mount SMB"                                                                     
D6         MBRS130LT3G            TopLayer    DIO_SMB_DO-214AA               3820.501      1406.957      180      "Diode Schottky 30V 2A Surface Mount SMB"                                                                     
D5         MBRS130LT3G            TopLayer    DIO_SMB_DO-214AA               3820.501      1828.217      180      "Diode Schottky 30V 2A Surface Mount SMB"                                                                     
D4         ESD3V3D9-TP            BottomLayer SOD_923                        458.465       905.118       180      "Trans Voltage Suppressor Diode, 100W, 3.3V V(RWM), Unidirectional, 1 Element, Silicon"                       
D3         ESD3V3D9-TP            BottomLayer SOD_923                        708.465       860.118       0        "Trans Voltage Suppressor Diode, 100W, 3.3V V(RWM), Unidirectional, 1 Element, Silicon"                       
D2         ESD3V3D9-TP            BottomLayer SOD_923                        455.984       705.118       180      "Trans Voltage Suppressor Diode, 100W, 3.3V V(RWM), Unidirectional, 1 Element, Silicon"                       
D1         ESD3V3D9-TP            BottomLayer SOD_923                        711.535       660.118       0        "Trans Voltage Suppressor Diode, 100W, 3.3V V(RWM), Unidirectional, 1 Element, Silicon"                       
C          10uF                   BottomLayer Capacitor_1206_SMD             791.339       1034.646      270      "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C95        1uF,50V                TopLayer    Capacitor_0805                 3456.693      859.252       90       "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
C94        10uF                   TopLayer    Capacitor_1206_SMD             3630.906      837.598       90       "Multilayer Ceramic Capacitor, 10 uF, 50 V, ï¿½ 10%, X7R, 1206 [3216 Metric]"                                 
C93        "10nF, 50V"            TopLayer    Capacitor_0805                 3543.307      859.252       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.01uF X7R 0805 10% AEC-Q200"                               
C92        1uF,50V                BottomLayer Capacitor_0805                 3546.063      1104.331      180      "0805 1 uF 50 V ±5 % Tolerance X7R Surface Mount Multilayer Ceramic Capacitor"                                
